"","search_results","other_results","unique_records","dupes","included_titlesandabstracts","excluded_titlesandabstracts","retrieved_fulltexts","inaccessible_fulltexts","notfound_fulltexts","included_fulltexts","excluded_fulltexts","final_articles","final_studies","included_criticalappraisal","excluded_criticalappraisal","narrative_synthesis","included_fullsynthesis","excluded_fullsynthesis"
"1",31341,417,19874,11884,3417,16457,2294,276,847,1202,1092,1053,1072,702,370,702,467,235
